,title,company,rating,location,salary,summary,post_date,record obtained,job_url
581,"Data Scientist II/III, Drug Safety",Boehringer Ingelheim,4.1,"Ridgefield, CT",,The Data Scientist II/III will research into innovative scientific approaches to enhancing understanding of therapeutic target safety liabilities and proposing…,17 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cmg9-YbHEj7Jv3ucthsVetHSgSspxBgha81MdXm0MxRHKGNAuz-66vMqazMs1Ss-SavHC20puwuAn7n5kQTajiBQXqx6tM4-Em0KgnZTb-Hb3XGs3IkSdnfv9l6UywLCrHX4bL6uT7SMqtAWijhK4Jl36so4XN6TpZeNKEwuhX1xb60HrP1WSydiCMLtVAajE_pEH4ZivTAd5Oah2v3vYVvfrkAHZCdn7c8crxXe9wDQnOTG4m84eeefaSG1O9nsFEbjuNOJO0jly-Fu-GxoKQhgkXjhTPI_ORos6z-RnyXThCVsTDtixDwK5grE4f8NVHD_HkIneaDv0IhMpxAaOo2Y2nHL2BcFBaBqL8qz5ggD1vidYKV8xeMg-wl1mntwP7Rc0eNPay0qDxUK2WEwsvwvfokZTY2b8vfupCdwM_H-MuJpAp_DZHcN7NPnRUTJlOgOaqDQ67jx4RY1ntCKJDQ32pE_u6KFRMDfW5MjCLqcTNuRgTJtPs-5Ro6Ucvzz721h7__ROpIXcYIvvRPEczbDr7InmN-smh_Kd1H2svjL035fgUM_Oa_PT7HY76LPYT-18K97eJUA4MNjOwss6D7NyFQlrzqVI=&p=14&fvj=0&vjs=3
582,Data Analyst/Scientist,LifeWorks NW,2.9,"Portland, OR","$53,452 - $58,129 a year","The Data Analyst/Scientist position is responsible for all aspects of data analytics including mining, generation, and visualization.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDffrQt4uM1dmA66Zlgu3b_e-j3H5zIltocsT2NGJ-C6wK85Fx9pPrZ929c8kU9ddo2mz-qElMcdCBJXJavbzd9QSzbCIfcE8gpESgjWG0iLZyWSDLlNwZl3j7YgOscjgEbya8yzs1D--k7TX5PADsqlfmbkH4qm_1J4R7JPdMXk5FY9WfDu3qjErZoUyAbEIrMGSMcGqreoWpi8ycPkeseUcreMKtcMy7UV5S_VBP39I922ELSirrriu-zf3tgyHHIy3E15UVv9g_nPh3ldNu_2jCIMO7njQO2wfwbtXMiLN_3g2Cjjre_zjr_t3UTvp6eYIWKAjIzlXoWVsbLyZ6IR6vH3paZmPv9Qntcp4lNK8UNpVDkap8cT7N_4_LUhqylCNQWx2DkKhR-gEQndq8Wqp5qhz9YP7_tCWe--188xoFCHPAjBmIHQsuIyR3u7n_hjXU7hRbkEJSOk8ptXB3yGHQt9vMhSTbn2oSOjVAzRVqoDpDQkfLejkNg5iT1Qj6Ax1mD8j9MJFQmvSNPiBltqtfF9Hk8DD6wYmRcq5sng==&p=15&fvj=0&vjs=3
583,Data Scientist,PIC Group Inc.,3.9,"Atlanta, GA",,"Critical thinking and problem-solving skills are considered essential for interpreting data, and a passion for machine-learning and research will be a key…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CIUdkk1FcrHlkbxj5DyYBI1BV5m7vAffkQYdg-MJb9E9rJxgRt7JURlFycN6rhPadVf6jIVPm4L4V26C17ILA2Wd1MD_JdcvC9dnWhP74tTXM5jaupobLuFqkW6pbMNWMrRJqcHwKfTtUjFz1RSHSEuJrJMRniY81zHdzqDhZbVpHPbTPVELau0LURX85_qNNwwei1JzD4gO7UvR8XT2mCzU02kS1TZiTMZ8XgzDAgShmaspeQ5sKobiA-ENApIKOhdQTFND_4AJdCfZppiZH9j6HepWVIiwnzY9f_xiSzQXQJAIgLIBGsRhzdCKhhzC93nEjuJsQMsT9F2gOEdsaOulI8KinMuUkYZ_KE1xakN3upC7lBMNDYXdk1Jqq-nb0y4qzL2huloWTdhyOB8cI53RQEDUCedsQMg1aK5oDHSDUvGnelBY8bLNmiYxEHjZRe5hvIJGqw6zBwn7hYPKxEUoaoAmJuGEyDMviPCDMq-p6_F3fZD3-eNYXQFsa2WNyLU48ojhHnBAee-IAnT6OcD6lEGYOa0T4=&p=16&fvj=0&vjs=3
584,Genomic Data Scientist,"BioStat Solutions, LLC.",,"Frederick, MD",,"Provide quality control and analysis of a wide spectrum of omics datasets, including DNA-based (e.g. whole genome sequencing, whole exome sequencing, targeted…",6 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AOZUwU-FX0Q4IY5REKjh2f7B_m7vopnz3VAQY03NQpgdJQGeJDzQ8zczg75Pisc9JZ3qgoS15iLkFJ8i9aS4oMzpMU3-eHMmsTUEBbtEWI5aPemfpWltYfik-BJlwAodDoNiktxnTtkLR4i6yeOZ4QUea8x0R7g33Y7ErPa0A9lV-vVxapRCRKMFNBImD4csgjA5KWfs-sELeSet5IUMBsI-r37naUNFAl_ZjYfTP-U6viG17KJLA001izuKCl9FK0kzFuR431tbwLuwPehwRFq8iNfTjnRavl4Okk_VO_-QV7n8VVxEs8sTVr_nFoQujI4uUnBu0iQM85iW8ZnjirvX16gjORmhEhMB_GWTQChPdHu_w1QpxCGppN1Sshmt9H7QHTTVbixu30qSFP3w1kKpMidVqCbvSU0CC7nW1iUSL77Eqofn6V-cXvZKqpNunl4VVXa7jbbyE_TU42-8vm&p=0&fvj=1&vjs=3
585,Data Scientist,Horizon Health,3.2,"Lewisville, TX",,"Uses descriptive, inferential, prescriptive, and predictive statistical/data science techniques to analyze behavioral health outcomes and clinical data in…",23 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B70tG5J9F_p6339PMOY8QlFtcwwwI2VpystrlvXRVKwq6wGD8W2iNzDRBHa8U3wVZew54n1TiLUkOuErQScOr_OQnUsam7FIMUEr6DVBjL36gn5WhO2zkZ8iA18WFCKWcTyYpdXPKzy0g70X3o9uKdzyUl70VZd873YtcuOM3uwBlv-KhLsOfENeMvI9xmWyimAEMtOX6T8BQmCMFS-WV_2eH80RwmWLceFZMFjaWI77IZPrauA7yWxKBFp4nsSiXH-HThmghfsZajN6Rl_CQJNlFsjaH2gFn9SWlvDuoIsEe0EGEZAuTuY4OUfMJcXRrtAREH1xp0BHjEoY5mQF1ye82CE4Fy5Car9FSVj8krdScsTSeMzUUvbzbuajiIoPVobLKDJlT0K0VGajv6UATVLhQLoP3EvuLeRIrFIiB756OmHHuJmb1FMO5inRIM4QOsHqmCkElbDQ==&p=1&fvj=1&vjs=3
586,Data Scientist,Apple,4.2,"Santa Clara Valley, CA",,"In-depth knowledge of digital analytics data, measurement, methodologies and industry standards.
We are looking for a self-starter with web analytics and…",20 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=5a488b6a19d296c3&fccid=c1099851e9794854&vjs=3
587,Data Scientist - Lodging Team,Hopper,3.5,"Boston, MA",,"Use machine learning and big data tools on large and complex data sets to enhance our data-driven, personalized travel advice.",24 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=6a4f8ceb48560b9d&fccid=71eb96af97fae7e9&vjs=3
588,Data Scientist,Red Violet Inc.,,"Seattle, WA",,"Experience working with large data sets for data mining, analytics, modeling.
Develop ETL systems and data pipelines to interface new data assets with our…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=ff8da9fd031532f1&fccid=f07b32a98707b089&vjs=3
589,Data & Applied Scientist,Microsoft,4.2,"Redmond, WA",,"2+ years of experience of analytics, data science, machine learning and statistics.
3+ years experience of querying data systems for data analysis and insights…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=c2745f2c9cc6cc85&fccid=734cb5a01ee60f80&vjs=3
590,Data Scientist,TCS,3.8,"Broomfield, CO",," merge data sources; ensure consistency of data sets;
 Build mathematical models using the data; and present and communicate the data insights/findings.",19 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=2e2e88b2539f31f3&fccid=c78fdfc4443d4537&vjs=3
591,Data Scientist,Clarigent Health,,"Mason, OH","$75,000 - $90,000 a year","Use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new approaches and assist with the design,…",14 days ago,2020-10-29,https://www.indeed.com/company/Clarigent-Health/jobs/Data-Scientist-4faa7f0f794a725f?fccid=85aed133115ad1da&vjs=3
592,Data Scientist,MTH Technologies,,"Dallas, TX",,"Frameworks/libs: SciKit-learn, Pandas, NumPy, Matplotlib, SciKit , CAS Viya and API’s, Teradata Query Grid and in database analytics.",2 days ago,2020-10-29,https://www.indeed.com/company/MTH-Technologies/jobs/Data-Scientist-84808d4e4570a090?fccid=f8afb98643ba8518&vjs=3
593,Data Scientist*,3M,4.0,"Maplewood, MN",,"Conduct a variety of data analytics such as: predictive modeling, statistics, machine learning, data mining, and other data analysis techniques to extract…",9 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=a88691a7332262fe&fccid=595d42593839d3a2&vjs=3
594,Data Scientist,Northwestern Mutual,3.8,"Franklin, WI",,"Develops prototype solutions, mathematical models, algorithms, machine learning techniques, and robust analytics to support analytic insights and visualization…",9 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0cacb176f77c214f&fccid=f2cbb7715eae48aa&vjs=3
595,Data Scientist,Collective Medical,4.4,"Salt Lake City, UT",,"With a nationwide network covering every national health plan in the country, hundreds of hospitals and health systems and tens of thousands of providers…",22 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=8561fe6d08f2868e&fccid=c66f81268229252c&vjs=3
596,Senior Marketing Data Scientist,National Funding,3.3,"San Diego, CA",,"Builds recommendations by synthesizing data from multiple sources, developing assumptions where needed, to drive business insights and strategy development.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1gMxTCkCMx70SaHXv4oGBFcjq2WLpy8W8wpR_P0ejKHTuYv6NJ7ACXAaDHDU4CNhSENxLUOM5JPCxnXnH3dfx-TuvWwHfQnX5pb2rnzlEg7EU4mKn0ZMv2r3HmSGLLoFbCAIlxGk67dJ-FMu1XKfMgwBZeRgbQTXVHZGkzcDE3OAs8li62lE1srOjj-yTaXyRANdT6jWJYRWjDXspCqe_RDBrqU4p4Fdk3NtDXAy2Ht_BJgekpft3Cmn5xhFpJl8W3f-515xElXZFQ0uFwHDgRSxzaLaJOS7J97ZrWVGyJnhGmHTvaQ4tvGplmYMbe7mdjbF3dI3c-G3oQpAqJD6opUVJJKf0O3lmZbayP0G9JeTEe6iDvUTWKdUMSFUIBigsDjNFEEeja37VnH2phD1XvhTwYyORHVLwzkPcKVQCKfIX6cCoGn3JRPoDn-sDM7__h8IRtmn83UVZ-WXeornhseHzkro48EduHDLLVwFg6aJIRyao-X66OrBEuOcAsP5dpTUEwbuaOCG4jJ30tncDVP4XKnCGM2RlQdnE-qeh1eSGKsOXI5sok7_6rF56VaPMpmFCv7yzlO6GWvqMp_7BoATDtD4n8F0=&p=12&fvj=0&vjs=3
597,Data Scientist II (Remote Work Location Available),USAA,3.9,"San Antonio, TX",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGceTy47TJq1PCR9bpHiBf83VjlsQ83OCmnlIkXXeZve14RQX55aIBHL1PyaFBPkQ8CwvARbXIC8uGaTgjFpzg6GlzGpzKqgY6kEo3mQRXJK0zmyfspoQJSw_9a8lMgA7cQXZR4SCKFW_wNk3rHSacuMEJqC8wd77m0sUVl5lymEia8Y9ILZyf4Xri23XxSx0HGjiWQv_vXhDVCZnkfqX_WsXWkUZE0VQP_UDcyX2G7wzmG_-aL7KcQCHhVZ6oxTT6KnsrIEsmNGQGMh64UvWOwzcPGgAamq6yd4w_Hkm4FLSBA5J6MOOcyS86o38YXJem5Nxyhqa7A3onRvfJYz4HXGg==&p=13&fvj=0&vjs=3
598,Data Analyst/Scientist,LifeWorks NW,2.9,"Portland, OR","$53,452 - $58,129 a year","The Data Analyst/Scientist position is responsible for all aspects of data analytics including mining, generation, and visualization.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDffrQt4uM1dmA66Zlgu3b_e-j3H5zIltocsT2NGJ-C6wK85Fx9pPrZ929c8kU9ddo2mz-qElMcdCBJXJavbzd9QSzbCIfcE8gpESgjWG0iLZyWSDLlNwZl3j7YgOscjgEbya8yzs1D--k7TX5PADsqlfmbkH4qm_1J4R7JPdMXk5FY9WfDu3q4q6QFjkzEcRm6Nd8mx2EsBWHoEaeaplZ6W_AugMAnk_mDCi1gNgdT4xjX8ad9unk7g-L_hP6v34hFpYK2Ghpj5NuQS6A457H8pLFEInkQzTXulmLUu8jumgiZCub0e13pJ0BGw7YlWoS8jSPJdAuiBTxWXixBom3urHPSXvm0nzWK8Lf7dkZ9vmmDEBSalW_6zsoFmU3UD4Iseqjm1e-6qmkObA7yGMGBRt6VpSOoAzXh39bwVTXGNP3JiciPMB7Di4Zvjno96SyiZfldCd6_yS0PF2A8fmAQC8JHdLH1FT-2RTkUvvsfMTVndczLQP5eOuyk9qmtLaLMoroVJleOsv74Sr5M3-McTD-lQkRCjcD_Nkj-EsT-w==&p=14&fvj=0&vjs=3
599,Machine Learning Scientists/Engineers,"NovoDynamics, Inc.",,"Ann Arbor, MI","$90,000 - $170,000 a year","Verifying data quality and/or ensuring it via data cleaning.
Experience with data noise removal, data augmentation, dataset truthing and construction.",21 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A1TtOnVIPcorv63W3stubJPI6TRMmcD78DoaOJJ3nx4dGHCkksWdzJdv7qwUA7SvRrazRi92PgpWwwOwDkwJivl-tyXfJn9OIMJvTreeOqxCYC3NUOGA_b2HVvB7VYHSaammabeRr6vPxbcVaI6wmqnZV95UtCnA6f2DjB2vf0uAzRsdJqJ_hyIXNaBhVCuGxfEPjdlYiVbmb-g7ukqzzcnhU3wX5XmxZai_cta4DJqIkkxsOISbOMYCpOGylTJASfDwfas82mtJ8doBp2Q6pD1lJnr34O2hq5asPFG9LT5yEyz_OKWY15pFkiSgVMYpfAoTz0r6Hjt7VM10kxK7Yh2hjX_qDg__eBrdB8qwEXXDnJOXvvoilN0gHRHhYxzWeNs-8disV_rRX9_4Spm1G6AUEoT0lc4SdsDc9f2w4_N7jhALuLy8b7b2xup77KN82z24CpJHu6uzQAhyT44bluDewJgWLVqHFMe1sJiKSgPg==&p=15&fvj=1&vjs=3
600,Data Analytics / HPC / Computational Data Scientist,CI Software,,"Vicksburg, MS",$55 - $105 an hour,"Support areas include data analytics, visualization and analysis, parallel I/O.
This shall include development of software to meet customer needs in the area of…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AB3gsQFsL3AuPpv6MeaHQyW7zy_GWDO2RZsw6usGF1piTWL0NBOvo0Fu965JndNOLQE1cmyXDLDqE7ls26geB5h9-HOYUNwc5fsY73YLIqOv7JNtMSEMiUjXzPyQaxWADMo__zd1gB8GIKTOOKj44AWHZq28JHTBcRC38r3MsSqwgh5ufxTACWI3uYmlAJA8D3j_WwHOgcS35Mb_oqqTvx4SF5gJf9YxmjtG7lRiWjHGnGBKmJwBlbJOK6o_NPZf6WkqeY3jZOIFw3wTE93WyD-APkqsCWufexIRERwLSE460OEkJqPCTqntzE4g29jeIxyd_fJtKt26jAmRsOonKnhwJwOQlhpUK-Y6x9gE3DdcxKDWhQgkFI9gW-8A_BjnX5CQXb-befPq87j5eZI3YCh3sio-C0yXidWwMqLoGMttbl9ZEr_YVh1u-U9CLTvoxxKmZP_aF4AW5luigSir_oj0Q8Zj6MlFEQdWnfplSTRHLXBB5IY8oBUEW_lH9hE0M=&p=16&fvj=1&vjs=3
601,"Data Scientist, Medical Diagnostics",Specific Diagnostics,,"Mountain View, CA",,"The development of data-driven visualization tools for the explorative analysis of high-dimensional data.
Used for bloodstream infection Specific’s solution…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ASXGwdLWjBNYivRaShgyLT0X0BdS_EVSQWni2gtHz1pazciS9pJg_LVuqiSysEs-TMIwFFOo7W9bIb5VzrANtYopVIA4KVaF9yg6fI6EvZwtW2vAGjQWCOF3vWYBeKjokeHeoKgHupsPPJigSH8DaOChlEr7xUj3CXaKRa_EOHrL6kextn73M0zA3Nzfs2HBtU3XbPE5LJeXh6OTFq5hn9VvJmlqfGoQ-0HkkkuxHrhhYWlAUNU1kcjqiWYG-JbRRwxrMMAuwsMS8rMwtRNdFBSdymvY1aXPr1x7EgTyRo7QA_Q5GSH5vltXXWfWbCX-3KY2IUp5rwrIU_nOImZ7XUDSeLjMRexcDPd2L2zBBE3glOs1yirkqGEYUuQchyUyPmkKpxCvd3phgXyrakvmV0fd91CMtP4r0vVFnIjjNOhjNtAy_KiLGWobM4OJyQ1boYxGoT_N8GRn5Gi-e2dsCXJHY0BoP0XEFGEui5XY_Fqw==&p=17&fvj=1&vjs=3
602,Junior Data Scientist,ICF,3.5,"Washington, DC",,"Our staff provides deep technical and business support for data acquisition, data analysis/data science, and interactive data visualizations.",Today,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AN5ht3a5h_wUL6zibLUkRkQUx7BdYCqUomJc1xdJyFfoMKC6ynqA6srVvn2bw_SoXZkO9fE7SX53QqmJu56x4UFd1C4RwXe0iRwFPEYpRAcZDcQbcXrko1S2643PZJxMGyEcmw3WwMaGU544cX6W3NEbMwuMV98pPgHFwlgUwd4q1YNLBjrGZXaWD1VIrRTM15PaQJSDMsiegz4lMozXzB6wDLPv5aHccra6gEpa_DrRqAdPUJEBIS7jACL_JZP4KsTZ6oxt8T_vDrj1aKN3p4Sn169jAgx8pO_0U4ozrjbAtCL-P3MADzQ_v2VbGRiplfes3r3rP7rPwQ4ofnUq_sWndzb87UZLSDLra20AQOySrxlCVfKz-8j4r5TXob7t6LMTj6o_LvsxnNX3G7hDks3obtRZAvPhuNbBTxjk818NwBq1bvAmmvUxnT6bXH6ysNPOxG7NkJCj3nP8dlr_9vN_ZIzKRO7V9WaiI8oQ0xSfVpwh7CpNOu4rDsDR_5KqMHPgA3kMm02FsUfFEJKcC-ssm0E4PvPoHXzvEpuPLU0ejPgJUhC31DeK7buz4Mc0dTYoaiiKdl7g==&p=0&fvj=0&vjs=3
603,Data Scientist - Manufacturing Technology,Northrop Grumman,4.0,"Palmdale, CA",,"The position requires strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models,…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPf8Tf_oakpB62WadId2dzQiWExtALTi0lpCM--zHBL4xiBVbb_EgRS6mZmsgnHhYerJoEfKDNyU9eAHYKRb4O7PwvsthC8__YpG53bTaBgzri9dSOOibgxyadsH9SmXzVneWwA_RzZQEJeMCLnynmfXRcDHE1Zo3co_8hQbrpHM1tzQlvTuAqAi2NWwackmUgdmsDdgBYXVxb7nZPBKKFGplQ-Jttuk4VDbKmcJCy7i_7BGw-80Y1OKYD6lPeJkOr7WKCfj0ZrOQ9orGk1vuwuJbzofR0duZGGnRrya7c1LrOfvxqC9NmJOvX_5o3z0bEuJgiy-5_qcWRRWpWTaImu-jNvMZAbCVL4WucKB6Rqb9QFvcq8iY1q8rkt1yYoHpBIaNTSgn8vyA-OEeICBIOCQKQdPe6jiMXyKOZ0kCd-lzrhySTTYFwGAzd7uGwb4F95V8wSVeK7J1w3EhM5aLQw7tFXJ58CiAt6a8qwqTcponqiGa-MdPv4E00Dap4ABgJzQwxXNwMm9zMXnK3oW4NZy893u5xEnNXtevVCZZu_ROEuQ1vyyaoaETSQrcbbVg50FjNP0RiDS6ZzGfOjRzWmLfW_itXGK-o-GC4RImVBwwm99y9IibRSqVXqbh8u4I=&p=1&fvj=0&vjs=3
604,Data Scientist,"WesBanco Bank, Inc.",3.6,"Morgantown, WV",,Work with subject matter experts from across the organization to scope projects and perform data analysis using advanced statistical techniques and developing…,23 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=672a81ef791c7e48&fccid=dc10a1904cf09cba&vjs=3
605,Data Scientist,Deloitte,4.0,"Lake Mary, FL",,"Perform multiple forms of advanced analyses, sustainment, optimization, text analytics, machine learning, parametric and non-parametric statistical models and…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=c91c0e29666b5ccc&fccid=9e215d88a6b33622&vjs=3
606,Data Scientist,TCS,3.8,"Bloomfield, CT",,"As a Data Scientist you will work closely with other team members and business stakeholders to apply machine learning, deep learning, NLP and other advanced…",21 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=17129c783b12cadf&fccid=c78fdfc4443d4537&vjs=3
607,Data Scientist,Improvix Technologies,,"Washington, DC",,"Strong data visualization skills (Tableau preferred).
Minimum of 3 years (5-7 years preferred) performing exploratory data analysis to understand the…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=21fd93aa78634b2c&fccid=6d272d724de93397&vjs=3
608,Data Scientist,Eaze,,"San Francisco, CA",,"Work with data engineers to develop end-to-end machine learning pipelines from data exploration, feature engineering, model building, and maintenance.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=69f3b39791a4d24d&fccid=dd616958bd9ddc12&vjs=3
609,Machine Learning Data Associate,Amazon.com Services LLC,3.6,"Santa Barbara, CA",,"This role focuses on language data, primarily in the areas of writing and general data analysis deliverables.
Writing high-quality and engaging copy.",19 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=f67c9f326c4e5637&fccid=fe2d21eef233e94a&vjs=3
610,Data Scientist - GIG Car Share,"AAA Northern California, Nevada & Utah",3.6,"Berkeley, CA",,"We call our club's vision, mission, values, and supporting pillars ""Our House"" because they are the foundation for all that we do. We're working to transform…",21 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=6123a08d5dd7ec84&fccid=5b3eb4a1a60ccafb&vjs=3
611,"Data Scientist, Junior",Booz Allen Hamilton,3.9,"Chantilly, VA",,"You’ll write scripts to integrate data, conduct exploratory data analysis to discover hidden patterns, apply machine learning to train predictive models, and…",2 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=5eb188709a5912b2&fccid=4e041af1d0af1bc8&vjs=3
612,Data Scientist,NorthOne,,"San Francisco, CA",,"We offer full health/dental benefits, competitive compensation/equity, and one hell of an adventure.
You love using SQL and Python to answer business questions…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=acf68c8f46d1c485&fccid=dca2e344433f10ee&vjs=3
613,Data Scientist,QuaEra,,"New York, NY",,"Experience with R, Python, PySpark and data visualization software such as Tableau.
Experience with machine and statistical learning areas such as…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=d3c27c70bf22d32e&fccid=0773ac3d4e33a966&vjs=3
614,"Sr Data Scientist, Zoro",Zoro Tools,3.8,"Chicago, IL",,"Collaborate with other data scientists to develop and implement algorithms, write code, evaluate relevant academic research, and deliver outputs.",3 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoJL33NvLRwGwjczwiM9kIlSXYA_j3Dq0kOxZnQivRoJ5lvoRLglMJpBVooTPcTNSA9IOIKrpvwKUVFajL_MMYvxAd6fQl4iH1r-KQhQEQifgbUFf_3vKfBHDnAHQzWgLQYA4yGsIAiKMKp7fPYreC1ofbmvI4AJysnckb3iiv4fGCMST7QY4Ul9xlUH1HNs4S_0yhXAkh0HhCOR2hEx_w9T8tch9XWull0D7ILia4aUh4Ri8lstnZfmwN8Wg2dUqmJcm6BrpATcrnvSrXjWhRZXjL4JEJIfWOKgLMkt5xx-nFZcGGHaDhixZ3hscAwPFDTBF8bMI5QSh6g01xqtAnJpYMVYiRlML72z1YNOJtwMFAVm5YYlRpUlIYbJ4CHZmjONNOS-dXg6ojDabaYTk5vzxXt159UFfPGH_h2Mi2C3pni5_btN2RTia8zVnCz73GZPruIECf2ZthHu4ydkQF-Q695Qe9fdxtGSIxZh4IWmreTJ-zTunmAF0FxTN3RPqfPiX40QoiT7PIruqPtQnILOoYB_EGHzrMpVOCQVxpNzBMDBVlM_AqRJcczO4DaLURzCqllVq7Z0H_Qls4E2Jf7qNMYqYETf2XD7TUy7vLum8eO6vQ4UxBRqmibClweNrPh28VYibuqpFRtxoSXCCZ&p=12&fvj=0&vjs=3
615,Data Scientist,Xator Corporation,3.6,"McLean, VA",,"The Scientist will leverage automation and machine learning to manage data, predict scenarios and make recommendations.",9 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CyiziUY8dQU9FRoaIWg_jkkTv0xDFYCS55iz55LqLjAQGld3BUyXJV95ntq4g3qVtPmEhVtV_vh_PZ6UKeuwZ9LA7Zp2NlQClXmihD0YLTFyQ2D9xHxyEQWSV-GlhhNYtK0V_H51JEqk1xvRXG2k_VVFJTcvJEBhD0nc6htDlp3p2G9pLAOAxDKZY3SXUZr3L2McL8RWFOJu8ly3L0sL8AZIRFr-bnpLzk-npQ6lA39NAa0URrZUWa4vQec4chH3B26JVFkN-MAH0UEC0BBwsjz9y2rxyFEvsjLO5lA0BYEnGLDayGyo2nNi2Wjp5iABDMlNGiTMRJSXJSmjnd-IYZsjTauUh_Xxgf27csPQTFB4n1hwEHIUVQkRAHLEWLvtdElWkR0TbJmcxYkcnnQ3Yzbdqh6RLFymDgVCnQ-eDq5ERxX3aT1ge6k2ZG2Ede2rkMPHx331jJYFmp_89K8ZUBdvSLSo6bwDMsLt1v0SLmmQ==&p=13&fvj=0&vjs=3
616,Data Scientist (Mid-Level) - 100% Remote Available,USAA,3.9,"Adkins, TX",,"Uses advanced techniques that integrate traditional and non-traditional datasets and method to enable analytical solutions; Applies predictive analytics,…",2 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGcKPzOqTW052CebClNpR6rG6wZG8l6EiI8t-1YNNe2IaSquRcMTYgoFAp8GtHunhHjin10l2oaZCFzUFX2wsgbxJEfGuMhccX0fsbxV8bI8_2NOxibqXN6NMO4iheh7MoiVqLKt5esw5lHdLITPtS0gruKPoi1auwDYzCRvf30sDI0m0N3Tu7k8Zyu21Idvqis2Rb1BdnIHkcRg7bZQhy6wZRGWy7wR7xnFe3X_1auYz0ZIa7-lduiioMJqcFgTAKF-RThVlxSOPbiWyNwem15epAuYo7nibKj1j1kRuKlJvKFy1T0aHkJCf4_TrDiMffdSjnOJNJdlbSaE3NXUkctdQ==&p=14&fvj=0&vjs=3
