title,company,rating,location,salary,summary
Data Science Intern (Summer 2021),DICK'S Sporting Goods,3.5,"Pittsburgh, PA",,"At DICK’S Sporting Goods, interns have the opportunity to work with and learn from the leaders of a growing Fortune 400 company. DICK’S Sporting Goods is…"
Data Scientist/Research Engineer,Apixio,4.3,"San Mateo, CA",,"Healthcare has a data problem. Over a billion patient documents are created per year. This data should be used to improve healthcare delivery, but it isn't –…"
Data Scientist,Intel,4.1,"Phoenix, AZ 85018 (Camelback East area)",,"Job Description The Data Scientist will be responsible for but not limited to: Uses predictive modeling, statistics, Machine Learning, Data Mining, and…"
Visualization and Statistics Data Scientist,Invaio Sciences,,"Cambridge, MA",,"Invaio Sciences, Inc. is a startup harnessing ingenuities found in nature, evolving our relationship with insects and taking a more mindful approach to…"
Data Scientist,Unilever,4.2,"Augusta, WV 26704",,Background & Purpose of the Job Unilever Food Solutions is accelerating its digital transformation to fuel growth through data driven and technology enabled…
"Multiple Azure Data Engineering,Data Scientists Roles",EPMPixels,,"Chicago, IL 60606 (Loop area)","$84,176 - $177,443 a year","Looking for multiple Azure Data Engineering,Data Scientists Roles for a AI program. Candidates will be working hands on data ingestion and analysis from…"
Data Scientist,iCatalyst,,United States,,"iCatalyst, Inc. is a CMMI-ML3 (DEV), ISO 9001:2015 and ISO 27001:2013 certified agile solution-oriented business and technology solutions company serving as a…"
Sr. Data Scientist I,Brightloom,,Washington State,,The Role Brightloom is creating an entirely new category of software-as-a-service for consumer brands - the Customer Growth Platform. This first-of-its-kind…
,Vaco,3.7,"Nashville, TN","$130,000 a year",The role will work with other Data Scientists and Analysts to create predictive and regression models.
Innovation Applied Data Scientist,Noblis,4.1,"Washington, DC",,"Noblis is positioned to provide subject matter expertise (SME) on emerging threats, data analysis, and algorithm development to decision makers in the CWMD…"
Senior Data Analyst,Nebraska Book,2.7,"Lincoln, NE 68512",,"5+ years of experience in data analytics.
Outstanding analytical and organizational skills; the ability to manage and prioritize multiple projects."
Data Scientist,PIC Group Inc.,3.9,"Atlanta, GA 30339",,"Critical thinking and problem-solving skills are considered essential for interpreting data, and a passion for machine-learning and research will be a key…"
Senior Data Scientist (Remote Option),Humana,3.7,"Boston, MA 02210 (South Boston area)",,"Knowledge of healthcare claims, clinical programs and interventions, health outcomes, population health.
Experience in working with assignments that involve…"
Data Scientist,Elutions,,"Tampa, FL 33605 (Historic Ybor area)",,"Perform exploratory data analysis and statistical modelling with high quality data handling techniques.
Create scalable model applicable to real time problems…"
Data Scientist,BLST Operating Company LLC,,"Austin, TX",,"Bachelors degree in data science, information science, machine learning, statistics, computer science, data mining, applied mathematics, physics, engineering,…"
"Data Scientist, Auction and Delivery","Facebook, Inc.",4.2,"Menlo Park, CA",,"Experience working with machine learning algorithms and AI Systems.
Understanding of statistical data analysis (e.g. regression, probability)."
Senior Data & Applied Scientist,Microsoft,4.2,"Bellevue, WA 98004 (Hidden Valley area)",,"Upon joining our team, you will be working with truly big data by training and extending the capability of deep learning models to provide compelling…"
Neural Data Scientist,MindX,,Remote,,"You are formally trained in signal processing and machine learning techniques.
You have contemporary knowledge of the best-performing strategies for extracting…"
Data Scientist,Berg Health,3.6,"Framingham, MA 01701",,"Proven experience in applying Data Science methodologies to extract, process, and transform data from multiple sources.
Proficiency in R is required."
Data Scientist - Quality Engineering (Field),Tesla,3.5,"Fremont, CA",,"5+ years of work experience in data analytics, data engineering, data science, machine learning or related fields.
Tesla participates in the E-Verify Program."
Data Scientist II,Nolij Consulting,3.0,"Vienna, VA 22182",,"Must be able to provides technical support to project team members.
Required a bachelor's degree in science or a related area."
Data Scientist,Bristol Myers Squibb,4.2,"Princeton, NJ 08540",,Creates robust models based on statistical and data mining techniques to provide insights and recommendations based on large complex data sets.
Senior Data Scientist - Algorithms,Spin,3.1,"San Francisco, CA",,"You will be responsible for developing analytical insights, machine learning models and actionable data-informed solutions.
Unlimited PTO for salaried roles."
"Data Scientist, Peacock",NBCUniversal,4.0,"New York, NY",,"Build recommendation engines and other analytical models using statistical, machine learning and data mining methodologies."
Data Scientist - DEG,Micron,3.8,"Boise, ID",,"Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine…"
Data Scientist,C.H. Robinson,3.4,"Eden Prairie, MN 55347",,"Demonstrated having conducted deep research into a targeted subject area.
From designing systems that monitor data streams to send signals and alerts to…"
Data Scientist,The Hartford,3.7,"Hartford, CT",,"Invest in the data scientists community by thought partnership, mentoring, training, and supporting peers.
The team utilizes a wealth of data, both internal and…"
Senior Data Scientist,Visa,3.9,"Foster City, CA",,"Extract and understand data to form an opinion on how to best help our clients and derive relevant insights.
Organize and manage multiple data science projects…"
"Data Scientist, CLM",DocuSign,3.9,"Chicago, IL",,"5 years of relevant experience with machine learning, data science, or data analysis, solving real business problems.
Joining data from disparate data systems."
Data Scientist with GIS Experience,Clerysys Inc,,Remote,$55 - $65 an hour,"Big data: 7 years (Preferred).
Ability to work both as a team member, and independently on complex tasks, to maintain project timelines deliver on commitments."
Senior Data Scientist,Parkland Corporation,3.1,"Austin, TX","Up to $2,000 a week","Strong practical knowledge of applying analytical techniques and methodologies to business objectives, including: machine learning/supervised and unsupervised…"
"AI/ML - Sr Data Scientist - Search Insights, Siri Data",Apple,4.2,"San Francisco, CA",,"Build analytic, visualization, and other information products with a drive to automate and scale the insights available to data science and engineering teams."
Data Scientist (m/f/d),Applift,,"San Diego, CA",,"Fluent in statistical analysis, data mining, and machine learning, especially in optimization, and deep learning.
Familiar with Linux/Unix operating systems."
"Product Data Scientist, Business & Revenue Product",Snap Inc.,3.5,"Los Angeles, CA 90291 (Venice area)",,"Understand patterns in data to identify key product trends and new product opportunities.
Working closely alongside engineering, product management, and…"
Senior Data Scientist,"Alexion Pharmaceuticals,Inc.",3.6,"New Haven, CT (Downtown area)",,"Experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and…"
