,title,company,rating,location,salary,summary
871,Data Scientist,Novetta,3.5,"McLean, VA",,"Explores data sets and verifies data quality to gain an understanding of relevant data, then identifies differences in data distribution that could affect…"
872,Data Scientist,Koddi,,"Ann Arbor, MI",,Provide thought leadership in applying innovative machine learning techniques to solve complex data science problems.
873,"Senior Data Scientist, Handwriting Recognition",Ancestry,3.8,"Lehi, UT",,"PhD in Computer Science, Statistics, or other data-related field coupled with 2 years industry experience in machine learning and statistical modeling."
874,Military Data Scientist,Booz Allen Hamilton,3.9,"Fort Bragg, NC",,"You’ll mentor teammates, develop algorithms, write scripts, build predictive analytics, use automation, apply machine learning, and use the right combination of…"
875,2021 Data Science Internship,WW International,,"San Francisco, CA",,"Receive mentoring from our team of “full-stack” data scientists, and participate in end-to-end data science projects from exploratory data analysis to member…"
876,Data Scientist,Penn State University,4.3,"University Park, PA",,"Applying data mining and enhancement techniques.
Candidates selected will be subject to a government security investigation."
877,USARPAC PED PRC DATA SCIENTIST,Huntington Ingalls Industries Inc.,3.8,"Fort Shafter, HI 96858 (Moanalua area)",,"Proficiency in 2 or more Data Science techniques/methods relative to applications in business analytics, machine learning, artificial intelligence, predictive…"
878,Senior Associate Data Scientist,Amgen,4.1,"Thousand Oaks, CA 91362",,"Associate degree and 6 years of data science, business, statistics, data mining, applied mathematics, business analytics, engineering, computer science or…"
879,Sr. Data Scientist,Edifecs,3.4,"Bellevue, WA 98004 (Downtown area)",,"Perform collaborative work on data science problems and mentor junior data scientists.
Develop and maintain up-to-date detailed project schedules and work plans…"
880,Contributor | Data Engineer / Data Scientist,Hyperloop Transportation Technologies,4.3,"Los Angeles, CA",,"Use machine learning to solve modeling and ranking problems across discovery and search.
Knowledge of Machine Learning systems, data mining, search, ranking,…"
881,Data Scientist 4,Lam Research,3.7,"Fremont, CA 94538",,"Solid knowledge of artificial intelligence / deep learning concepts and various deep learning architectures as it applies to image segmentation, object…"
882,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.",3.6,Remote,,"A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions."
883,Staff Data Scientist,Proofpoint,3.9,"Sunnyvale, CA 94085",,"Mentor and uplevel junior data scientists.
Experience applying ML algorithms and techniques to living, breathing data."
884,Senior Data Scientist,Prutech Solutions,3.8,"New York, NY 10007 (Financial District area)","From $120,000 a year","Advanced working knowledge of large data manipulation and data mining.
5 years of hands-on experience with data science and analytics."
885,Machine Learning Engineer Intern,E Source Companies Llc,,"Boulder, CO 80301",$20 an hour,"Foundational knowledge of statistics and machine learning will be expected.
This may also include variety over data sources, but also tracking shifts in…"
886,"Data Scientist, Auction and Delivery",Facebook,4.2,"Menlo Park, CA",,"The team is made up of data scientists with a diverse set of backgrounds.
Research applied machine learning questions in our ads system to improve prediction…"
887,Quantitative Researcher,SEVEN EIGHT CAPITAL,,"New York, NY",,"Strong research skills, preference for research applied to large financial data sets.
A general understanding of optimization theory, linear / non-linear models…"
888,Staff Data Scientist,Instacart,2.9,"San Francisco, CA",,"Use expertise in causal inference, machine learning, complex systems modeling, behavioral decision theory etc. to shape the future of Instacart."
889,Senior Data Scientist,KoBold Metals,,Indiana,,KoBold Metals is a mineral exploration company that uses machine learning and other scientific computing techniques to increase the ethical supply of critical…
890,Sr. Data Scientist (DataLabs),Cardinal Health,3.5,"Dublin, OH 43017",,"Prior data science experience preferred, but willing to consider new data scientists depending on background.
Communicate results with stakeholders, executives,…"
891,Associate Data Scientist,Genworth,3.7,"Richmond, VA",,"Identify business opportunities and provide recommendations for changes to processes based on trends and data analysis, applying knowledge of claims strategy,…"
892,Senior Data Scientist,KoBold Metals,,Indiana,,KoBold Metals is a mineral exploration company that uses machine learning and other scientific computing techniques to increase the ethical supply of critical…
893,Sr. Data Scientist (DataLabs),Cardinal Health,3.5,"Dublin, OH 43017",,"Prior data science experience preferred, but willing to consider new data scientists depending on background.
Communicate results with stakeholders, executives,…"
894,Data Scientist - Risk,LSQ,,"Orlando, FL 32801 (Central Business District area)",,"A data science framework for optimal data acquisition, model training and deployment.
A toolkit of modern data science techniques.
This is a full-time position."
895,Data Quality Scientist,Verana Health,,"San Francisco, CA",,Preemptively identify and troubleshoot technical/clinical/data issues by creating rules for checks and triggers based on expected clinical workflows to…
896,Data Scientist Manager - Developer and Enterprise Solutions,Twitter,4.1,"San Francisco, CA 94103 (South of Market area)",,"You have 2+ years experience as individual contributor, applying your experience with statistics, machine learning, and data analysis to product design,…"
897,"Data Scientist, Analytics",Facebook,4.2,"Menlo Park, CA",,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with…"
898,Senior Data Scientist [Remote],"TMP Worldwide Advertising & Communications, LLC",3.6,United States,,"Graduate work in machine learning a plus or relevant work experience.
Deep understanding of statistical and machine learning models (logistic regression,…"
899,Data Scientist,Purchasing Power,3.2,"Atlanta, GA 30309 (Midtown area)",,"This role of the Data Scientist supports relevant stakeholders through quantitative analytics, and the application of appropriate advanced analytics for the…"
900,Data Scientist,Penfield Search Partners,,"Plainsboro, NJ",,Creates robust models based on statistical and data mining techniques to provide insights and recommendations based on large complex data sets.
901,Data Scientist/ML Engineer,Datatron Technologies,,"San Francisco, CA 94107 (South of Market area)",,"Selecting features, building and optimizing machine learning models.
Experience with building non-trivial machine learning models."
902,Data Scientist II,Teikametrics,4.3,"Boston, MA 02210 (South Boston area)",,This role in particular will involve significant analysis of our data assets and the production of scientific writings thereon.
903,Senior Data Scientist,Metromile,2.8,California,,"While we appreciate experience in a quantitative field like statistics, economics, applied math, operations research, physics or engineering, we recognize there…"
904,Data Scientist (Local Applicants Only),Alleviate Servicing,4.0,"Irvine, CA 92614 (Business District area)","$80,000 a year","Flexible health plans ensure you are covered.
We want to see a passion for machine-learning and research.
On-Site Micro Market alongside cold brew coffee kegs…"
905,Data Scientist,Criteo,4.0,"Ann Arbor, MI 48104",,"Gather and analyze data to extract valuable information relevant to prediction models.
Experience in building machine learning models is a plus."
